datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1bar,logret_1bar,range,true_range,atr_14,vol_30,ret_1d,logret_1d,AdrActCnt,CapMVRVCur
2019-09-16T00:00:00Z,0.0024249,0.0024765,0.0023978,0.0024309,53894420.0,131496.9055907,794,32795931.0,80182.7923836,0.0020197856553998,0.0020177486307941,0.0324402308326463,7.870000000000012e-05,8.360714285714293e-05,0.3508804225004481,0.0020197856553998,0.0020177486307941,66651.0,0.87281688
2019-09-17T00:00:00Z,0.0024316,0.00262,0.00241,0.002594,135069011.0,340342.5003018,2007,71673119.0,180451.8056386,0.0670944917520259,0.0649395267415995,0.0863877576206343,0.00021,9.331428571428582e-05,0.4154590580805909,0.0670944917520259,0.0649395267415995,46096.0,0.95391115
2019-09-18T00:00:00Z,0.0025972,0.0028103,0.0025527,0.0027015,344364326.0,939384.6812023,4313,160780261.0,437178.9622168,0.0414417887432536,0.0406060884077312,0.0993060909791826,0.0002575999999999,0.0001066357142857,0.425951950895017,0.0414417887432536,0.0406060884077312,125798.0,0.99690563
2019-09-19T00:00:00Z,0.0027028,0.0027322,0.00254,0.0027083,161540615.0,424854.3858168,3053,82047561.0,215620.7749821,0.0025171201184526,0.0025139574776602,0.0711456598186193,0.0001922,0.00011585,0.4169266098809855,0.0025171201184526,0.0025139574776602,65474.0,0.99392029
2019-09-20T00:00:00Z,0.0027062,0.0027062,0.0026147,0.0026497,70347331.0,186885.2290101,1070,35553217.0,94424.7437644,-0.0216371893807922,-0.0218747057371402,0.033785031200384,9.359999999999969e-05,0.0001150071428571,0.4132392133467305,-0.0216371893807922,-0.0218747057371402,62052.0,0.97272582
2019-09-21T00:00:00Z,0.0026497,0.0026619,0.002539,0.0025772,76693753.0,198082.9465368,1410,40747967.0,105373.2689065,-0.0273615881043137,-0.0277428877601533,0.0463826093520021,0.0001229,0.00011635,0.4242813265388095,-0.0273615881043137,-0.0277428877601533,51339.0,0.92553187
2019-09-22T00:00:00Z,0.00257,0.002599,0.0025173,0.002562,92043003.0,234727.5137176,1153,36641846.0,93417.7668212,-0.0058978736613378,-0.0059153348078071,0.0317010709296911,8.170000000000009e-05,0.0001128571428571,0.4235044441895993,-0.0058978736613378,-0.0059153348078071,52340.0,0.9400649
2019-09-23T00:00:00Z,0.0025697,0.0025719,0.0024474,0.0024474,76897524.0,192843.4630472,1293,38876388.0,97502.1784812,-0.0447306791569086,-0.0457619669051121,0.0485948477751754,0.0001244999999999,0.0001168071428571,0.4471157526767486,-0.0447306791569086,-0.0457619669051121,45610.0,0.91729667
2019-09-24T00:00:00Z,0.0024474,0.0024731,0.0019317,0.00219,155910476.0,355810.893788,2672,70657852.0,160866.2688585,-0.1051728364795293,-0.1111246927410212,0.2212143499223667,0.0005414,0.0001500285714285,0.5736012854248405,-0.1051728364795293,-0.1111246927410212,44355.0,0.80471749
2019-09-25T00:00:00Z,0.0021893,0.0022241,0.0020665,0.0021757,110825983.0,238611.5297814,1228,59252512.0,127545.6010898,-0.0065296803652968,-0.00655109198639,0.0719634703196346,0.0001575999999999,0.0001556785714285,0.5719359608811829,-0.0065296803652968,-0.00655109198639,45214.0,0.80401722
2019-09-26T00:00:00Z,0.0021693,0.0022375,0.0020185,0.0021396,204393624.0,440500.0095894,3252,87367866.0,188901.0575036,-0.0165923610791928,-0.0167315561670609,0.1006572597324998,0.000219,0.0001638571428571,0.5721238043034841,-0.0165923610791928,-0.0167315561670609,44703.0,0.79008383
2019-09-27T00:00:00Z,0.0021348,0.002199,0.0020985,0.0021723,88331166.0,189407.8158865,1024,42113825.0,90339.8764591,0.0152832305103756,0.0151676184057896,0.0469713965227144,0.0001004999999999,0.0001672642857142,0.5635896841414861,0.0152832305103756,0.0151676184057896,45167.0,0.81388614
2019-09-28T00:00:00Z,0.002176,0.002232,0.0021401,0.0021974,75661286.0,164946.4913098,806,37003848.0,80767.8806947,0.0115545734935322,0.0114883292038951,0.0423053905998251,9.190000000000024e-05,0.0001690499999999,0.5589291021859468,0.0115545734935322,0.0114883292038951,47635.0,0.81902442
2019-09-29T00:00:00Z,0.0022033,0.0022399,0.0021235,0.0021854,79511131.0,173236.9316626,1077,39809282.0,86754.2768914,-0.0054609993628833,-0.0054759651301354,0.052971693819969,0.0001164,0.0001705714285714,0.5574924517608065,-0.0054609993628833,-0.0054759651301354,72975.0,0.82966404
2019-09-30T00:00:00Z,0.002203,0.0024733,0.0021264,0.0023747,263988602.0,611055.3974284,2920,113818708.0,262777.9597201,0.0866202983435526,0.0830722355641118,0.1587352429761141,0.0003468999999999,0.0001897285714285,0.6396395386063404,0.0866202983435526,0.0830722355641118,46489.0,0.87416966
2019-10-01T00:00:00Z,0.0023791,0.0025001,0.0023473,0.0023503,151860063.0,366404.8683536,1975,63798897.0,153955.0098558,-0.0102749821030024,-0.0103281341358743,0.0643449698909335,0.0001527999999999,0.0001856428571428,0.6403875828576719,-0.0102749821030024,-0.0103281341358743,46029.0,0.88413512
2019-10-02T00:00:00Z,0.0023561,0.0023692,0.0022809,0.002323,88034436.0,203689.2773743,1232,44212062.0,102405.3030231,-0.0116155384419011,-0.0116835257944734,0.0375696719567714,8.829999999999992e-05,0.0001735499999999,0.6119784744990782,-0.0116155384419011,-0.0116835257944734,53593.0,0.85906392
2019-10-03T00:00:00Z,0.002323,0.002325,0.0022353,0.0022977,81022529.0,184522.7664885,1075,39396275.0,89914.0889017,-0.0108910891089107,-0.0109508311867516,0.0386138613861385,8.969999999999985e-05,0.0001662285714285,0.6119335972231821,-0.0108910891089107,-0.0109508311867516,57361.0,0.838708
2019-10-04T00:00:00Z,0.002298,0.002325,0.0022398,0.0022893,52314904.0,119067.2010393,1186,23017886.0,52497.2155361,-0.0036558297427862,-0.0036625286199596,0.0370805588196891,8.519999999999969e-05,0.0001656285714285,0.6091161275623421,-0.0036558297427862,-0.0036625286199596,41055.0,0.8683608
2019-10-05T00:00:00Z,0.0022882,0.0023051,0.0022614,0.0022922,53899895.0,123029.7429155,933,23281345.0,53213.0519147,0.0012667627659108,0.0012659610989009,0.0190888044380377,4.3699999999999815e-05,0.0001599714285714,0.6089906186659535,0.0012667627659108,0.0012659610989009,41804.0,0.85583231
2019-10-06T00:00:00Z,0.0022993,0.0023048,0.0022275,0.0022677,72718151.0,165193.8709228,1056,25991148.0,58849.2295011,-0.0106884216036994,-0.0107459530963582,0.0337230608149377,7.73000000000002e-05,0.0001596571428571,0.6093338135883533,-0.0106884216036994,-0.0107459530963582,40036.0,0.81978515
