datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,date_utc,funding_rate_day_sum,funding_points_in_day
2020-11-13 00:00:00+00:00,462.69,479.0,457.25,476.8,3013056.859,1409561751.13007,829046,1466116.036,686141035.05957,2020-11-13,0.00071032,3
2020-11-14 00:00:00+00:00,476.8,478.1,451.97,461.0,2199594.275,1018168657.35182,690421,967974.5,448037124.75822,2020-11-14,0.0008063800000000001,3
2020-11-15 00:00:00+00:00,461.02,462.96,440.1,448.16,2039952.113,923590510.34729,691121,918757.038,416011815.66143,2020-11-15,0.00030000000000000003,3
2020-11-16 00:00:00+00:00,448.16,466.6,445.53,460.72,2458564.459,1122837075.35513,799761,1210769.531,553002736.48237,2020-11-16,0.00030000000000000003,3
2020-11-17 00:00:00+00:00,460.7,485.93,460.0,482.49,3589150.001,1700391157.3162,1004063,1750468.951,829484489.37339,2020-11-17,0.0007206199999999999,3
2020-11-18 00:00:00+00:00,482.56,497.0,455.0,478.61,5265683.829,2515967634.21523,1259021,2471021.647,1181302210.33809,2020-11-18,0.00137637,3
2020-11-19 00:00:00+00:00,478.6,480.68,465.15,471.38,2320768.365,1100330779.87607,736696,1089984.041,516986229.7034,2020-11-19,0.0006309,3
2020-11-20 00:00:00+00:00,471.38,514.52,471.01,510.37,4646610.69,2320362796.89682,1231789,2338633.211,1167794800.38878,2020-11-20,0.00174577,3
2020-11-21 00:00:00+00:00,510.43,555.44,502.8,554.1,5113556.271,2697114724.26534,1269280,2506583.286,1322311675.77051,2020-11-21,0.00099054,3
2020-11-22 00:00:00+00:00,554.04,582.93,511.0,560.42,7317045.59,4022935662.18822,1515989,3442602.213,1894101142.5941,2020-11-22,0.0023936499999999998,3
2020-11-23 00:00:00+00:00,560.41,611.88,550.81,609.12,7475301.504,4395596654.20608,1708344,3600348.07,2118020759.43327,2020-11-23,0.0035807,3
2020-11-24 00:00:00+00:00,609.12,624.65,586.15,605.72,5651528.809,3439202254.39881,1535693,2634898.971,1604006033.18263,2020-11-24,0.00272945,3
2020-11-25 00:00:00+00:00,605.71,607.09,555.0,569.79,4433328.336,2605337977.25365,1287051,2025470.843,1190732395.06242,2020-11-25,0.00243656,3
2020-11-26 00:00:00+00:00,569.79,577.53,480.12,520.25,9591594.788,4964042842.5414,2411538,4557736.193,2357962862.69763,2020-11-26,0.00072112,3
2020-11-27 00:00:00+00:00,520.2,530.83,493.8,518.92,3685801.761,1891984830.74204,1098744,1773928.625,911033486.77284,2020-11-27,0.0004475,3
2020-11-28 00:00:00+00:00,518.89,548.0,507.0,537.46,2832550.126,1497243990.57013,906409,1375847.839,727357982.51448,2020-11-28,0.00030000000000000003,3
2020-11-29 00:00:00+00:00,537.37,577.0,530.5,576.38,2762989.981,1524874855.14498,943839,1373330.614,758389886.65642,2020-11-29,0.00030000000000000003,3
2020-11-30 00:00:00+00:00,576.38,617.53,570.9,617.42,4836853.473,2884934969.37863,1368780,2353258.788,1404045558.33253,2020-11-30,0.00137081,3
2020-12-01 00:00:00+00:00,617.5,638.66,558.0,585.98,7059013.364,4240637440.96608,1951189,3302323.409,1984710092.68752,2020-12-01,0.0013021299999999999,3
2020-12-02 00:00:00+00:00,585.92,605.88,574.73,596.96,3460094.906,2049109615.60201,1117881,1679751.668,995283927.14567,2020-12-02,0.00075234,3
2020-12-03 00:00:00+00:00,596.96,624.7,585.95,616.2,2791753.902,1695201269.41961,997759,1332751.379,809355587.87365,2020-12-03,0.00097331,3
2020-12-04 00:00:00+00:00,616.21,620.99,564.91,567.68,3251195.251,1930987603.32641,1123400,1493228.201,887013823.21477,2020-12-04,0.0006225800000000001,3
2020-12-05 00:00:00+00:00,567.69,598.2,561.06,596.97,2107815.29,1234522304.91226,881935,1060800.682,621402732.42573,2020-12-05,0.00053855,3
2020-12-06 00:00:00+00:00,596.98,607.93,583.2,601.86,2030749.593,1210476905.56092,934832,1000845.295,596760703.31534,2020-12-06,0.00030000000000000003,3
2020-12-07 00:00:00+00:00,601.86,603.63,584.67,591.84,1665460.089,989095671.2003,676652,811608.999,482197610.97348,2020-12-07,0.00030000000000000003,3
2020-12-08 00:00:00+00:00,591.84,595.75,548.0,555.17,3233758.126,1856322580.76521,1019489,1541466.306,885115162.26744,2020-12-08,0.0005711000000000001,3
2020-12-09 00:00:00+00:00,555.08,578.62,531.0,573.27,3460599.61,1926583484.51165,1102128,1701065.397,947542824.08667,2020-12-09,0.00033842,3
2020-12-10 00:00:00+00:00,573.28,575.67,548.52,559.71,2293137.506,1286219630.44382,792141,1126905.305,632190699.09652,2020-12-10,0.00030000000000000003,3
2020-12-11 00:00:00+00:00,559.69,561.37,533.11,544.74,2929601.56,1599364273.38403,937661,1429854.121,780782889.40122,2020-12-11,0.00039782,3
2020-12-12 00:00:00+00:00,544.8,574.0,543.34,568.34,1764546.873,986473193.62934,700318,873246.882,488324950.53594,2020-12-12,0.00030000000000000003,3
2020-12-13 00:00:00+00:00,568.3,595.47,563.11,590.91,2311572.28,1347203345.71772,798911,1148879.569,669695578.38963,2020-12-13,0.00030000000000000003,3
2020-12-14 00:00:00+00:00,590.92,591.63,575.57,586.33,1808415.505,1056642933.64741,801134,886319.241,517993753.6209,2020-12-14,0.00030000000000000003,3
2020-12-15 00:00:00+00:00,586.32,598.0,579.0,588.8,1866136.289,1096639680.90851,823810,929617.671,546423264.75966,2020-12-15,0.00030000000000000003,3
2020-12-16 00:00:00+00:00,588.8,640.47,581.04,637.8,3634225.42,2224121861.38123,1304479,1837194.357,1124377292.96617,2020-12-16,0.0012246000000000002,3
2020-12-17 00:00:00+00:00,637.79,678.2,625.0,643.12,6624640.551,4323918360.18859,2097193,3157585.238,2061063096.3239,2020-12-17,0.00257168,3
2020-12-18 00:00:00+00:00,643.09,665.85,630.1,654.51,2995266.462,1938890105.18305,1193469,1443704.989,934639849.0559,2020-12-18,0.00138872,3
2020-12-19 00:00:00+00:00,654.44,671.95,646.0,658.81,2635211.184,1734368811.90602,1107104,1259451.216,829055715.99985,2020-12-19,0.00204796,3
2020-12-20 00:00:00+00:00,658.82,662.99,620.93,638.27,2759178.686,1784260076.65732,1034345,1271674.328,822799180.78304,2020-12-20,0.00162126,3
2020-12-21 00:00:00+00:00,638.25,648.88,595.54,608.18,3621682.355,2244492979.21308,1260169,1705017.689,1057155084.86108,2020-12-21,0.00078672,3
2020-12-22 00:00:00+00:00,608.24,638.7,588.41,637.2,3285945.398,2018867691.25137,1058048,1640032.54,1008590516.75009,2020-12-22,0.00035699,3
2020-12-23 00:00:00+00:00,637.2,639.54,546.81,585.34,4594542.183,2780347849.30735,1465155,2147754.185,1300492976.8334,2020-12-23,0.00062856,3
2020-12-24 00:00:00+00:00,585.49,615.42,565.2,612.31,3154682.001,1850869925.29699,1169046,1579144.92,926924474.74113,2020-12-24,0.00030000000000000003,3
2020-12-25 00:00:00+00:00,612.31,634.96,604.5,627.18,2623370.085,1624993202.28557,1020133,1305196.836,808829053.18236,2020-12-25,0.00030889000000000003,3
2020-12-26 00:00:00+00:00,627.17,654.32,615.1,637.9,3122352.524,1980966584.01513,1165772,1516738.033,962737119.26878,2020-12-26,0.00030000000000000003,3
2020-12-27 00:00:00+00:00,637.89,718.75,625.0,685.97,6363000.477,4287976144.01719,2234484,3093011.805,2085176955.54603,2020-12-27,0.00154923,3
2020-12-28 00:00:00+00:00,685.97,749.5,681.91,731.07,5455254.006,3965092828.22437,2092574,2688256.835,1954112347.84904,2020-12-28,0.00241656,3
2020-12-29 00:00:00+00:00,731.06,742.0,690.1,733.45,4261041.716,3062141882.86711,1752957,2051871.058,1475213382.91639,2020-12-29,0.0020363300000000003,3
2020-12-30 00:00:00+00:00,733.45,760.76,717.52,753.04,3348883.502,2472826955.60816,1537599,1635461.921,1208263548.45884,2020-12-30,0.00221517,3
2020-12-31 00:00:00+00:00,753.05,757.0,721.75,737.19,2876756.193,2129347026.27606,1310873,1361549.052,1008271246.3056,2020-12-31,0.00152031,3
2021-01-01 00:00:00+00:00,737.18,750.4,714.55,729.77,1952291.25,1435726001.9156,1022268,917268.532,674735299.19568,2021-01-01,0.0015243499999999998,3
2021-01-02 00:00:00+00:00,729.7,788.71,715.6,775.02,4176508.581,3166570113.30716,1675287,2045884.505,1551475925.67028,2021-01-02,0.0018399100000000002,3
2021-01-03 00:00:00+00:00,775.04,1022.51,769.19,980.24,9610267.802,8696957087.56834,3584354,4657677.769,4214597578.60845,2021-01-03,0.00307906,3
2021-01-04 00:00:00+00:00,980.23,1173.94,890.0,1043.11,12057661.067,12280790632.57096,5214614,5778764.348,5889966213.22539,2021-01-04,0.00755981,3
2021-01-05 00:00:00+00:00,1043.12,1138.92,974.23,1101.29,7526097.093,7963297766.14071,3756458,3629331.553,3840921611.10877,2021-01-05,0.00248387,3
2021-01-06 00:00:00+00:00,1101.29,1218.0,1057.3,1212.64,6952861.553,7952492225.25109,3494566,3321058.126,3800589046.70885,2021-01-06,0.00657956,3
2021-01-07 00:00:00+00:00,1212.98,1297.15,1150.0,1227.12,5807791.01,7101050891.0701,2990880,2772049.386,3390930251.65891,2021-01-07,0.0045707,3
2021-01-08 00:00:00+00:00,1227.5,1279.06,1064.6,1218.39,6994773.234,8338888162.52835,3819568,3312616.534,3949768897.76069,2021-01-08,0.0038655300000000003,3
2021-01-09 00:00:00+00:00,1218.55,1314.0,1173.0,1279.96,4157466.015,5122826054.03456,2332783,1987394.9,2450205641.03836,2021-01-09,0.0029321,3
2021-01-10 00:00:00+00:00,1279.96,1354.66,1168.49,1257.96,5913298.389,7633413010.30207,3326148,2781784.245,3593800626.94579,2021-01-10,0.0066949,3
2021-01-11 00:00:00+00:00,1257.95,1264.5,915.2,1086.94,11237262.772,11884458713.94124,6888480,5330729.574,5639590221.4675,2021-01-11,0.00283478,3
2021-01-12 00:00:00+00:00,1086.84,1153.13,1007.0,1050.82,5531356.605,5979396463.61216,3566320,2638374.932,2853269704.49428,2021-01-12,0.0011314300000000001,3
2021-01-13 00:00:00+00:00,1050.67,1138.63,987.21,1130.4,4029644.646,4284303782.76047,2781096,1944010.424,2068348623.5124,2021-01-13,0.00089675,3
2021-01-14 00:00:00+00:00,1130.4,1249.32,1087.68,1234.86,4079502.435,4801436186.55306,2522658,1960836.392,2308220044.12361,2021-01-14,0.00178744,3
2021-01-15 00:00:00+00:00,1234.5,1260.0,1070.0,1168.79,5020898.727,5936014554.3996,3358575,2392020.497,2828783904.10233,2021-01-15,0.00170524,3
2021-01-16 00:00:00+00:00,1168.65,1296.79,1152.13,1230.19,3980782.071,4882690374.13278,2865431,1912825.153,2346394635.14904,2021-01-16,0.00221535,3
2021-01-17 00:00:00+00:00,1230.32,1272.28,1165.0,1233.71,3396518.439,4148284417.37915,2848234,1651908.247,2018781238.7725,2021-01-17,0.00207653,3
2021-01-18 00:00:00+00:00,1233.61,1265.96,1183.2,1262.99,2562805.077,3145780782.70752,2072463,1238032.263,1520307506.40987,2021-01-18,0.00246957,3
2021-01-19 00:00:00+00:00,1263.0,1444.05,1255.51,1367.51,6288844.344,8661460016.5314,3890176,3015469.076,4153264139.37802,2021-01-19,0.005190480000000001,3
2021-01-20 00:00:00+00:00,1367.38,1411.38,1236.35,1379.24,5844273.198,7735368865.48017,3605568,2787472.651,3691850377.50564,2021-01-20,0.0027514,3
2021-01-21 00:00:00+00:00,1379.23,1391.0,1083.4,1111.23,6820207.515,8422222242.52244,4232497,3225429.287,3984780487.02147,2021-01-21,0.00138237,3
2021-01-22 00:00:00+00:00,1111.82,1274.52,1041.13,1234.55,5475223.381,6400413550.76259,3498939,2678746.661,3132019760.24392,2021-01-22,0.00046988,3
2021-01-23 00:00:00+00:00,1234.54,1274.0,1197.0,1235.66,2920417.541,3621490157.81458,2103058,1422281.665,1764218917.94195,2021-01-23,0.00064409,3
2021-01-24 00:00:00+00:00,1235.65,1401.88,1221.51,1394.24,3768553.334,4990725961.73751,2620391,1895960.818,2510843703.70461,2021-01-24,0.00246076,3
2021-01-25 00:00:00+00:00,1394.23,1481.46,1293.0,1318.61,5138109.254,7203921848.3719,3373235,2446042.654,3432045420.66001,2021-01-25,0.0024974100000000003,3
2021-01-26 00:00:00+00:00,1318.53,1379.5,1244.87,1368.4,4868106.344,6419154907.36397,3330274,2389486.467,3152802892.24343,2021-01-26,0.00075988,3
2021-01-27 00:00:00+00:00,1368.48,1377.9,1206.0,1238.55,5277115.882,6718585856.24908,3583216,2531776.401,3224148736.74322,2021-01-27,0.00056342,3
2021-01-28 00:00:00+00:00,1238.55,1362.94,1217.28,1329.86,3463945.921,4544323851.28896,2615492,1714577.434,2250424392.42802,2021-01-28,0.00081678,3
2021-01-29 00:00:00+00:00,1330.28,1443.0,1285.46,1381.99,5010264.423,6852570488.05573,3646547,2406600.666,3291810474.31575,2021-01-29,0.00415624,3
2021-01-30 00:00:00+00:00,1382.14,1409.35,1328.0,1380.48,2364036.673,3218442098.50122,2016654,1159814.103,1579703446.13367,2021-01-30,0.0020471,3
2021-01-31 00:00:00+00:00,1380.42,1383.7,1281.96,1313.12,2091898.285,2789247028.64788,1745459,980938.92,1307931119.23746,2021-01-31,0.00300844,3
2021-02-01 00:00:00+00:00,1313.09,1379.73,1270.0,1376.48,2282184.993,3023615300.24649,1841919,1133593.179,1502912473.80172,2021-02-01,0.00142137,3
2021-02-02 00:00:00+00:00,1376.74,1551.5,1363.0,1516.26,5098356.241,7431220730.79352,3355992,2499526.773,3644007625.7395,2021-02-02,0.00336949,3
2021-02-03 00:00:00+00:00,1516.2,1672.76,1510.76,1666.0,4407760.724,6966221755.1702,3190764,2171799.519,3434502838.53946,2021-02-03,0.0047538,3
2021-02-04 00:00:00+00:00,1666.1,1703.37,1557.0,1596.0,4966516.757,8136508279.05647,3470922,2348069.915,3848825179.12879,2021-02-04,0.0042663,3
2021-02-05 00:00:00+00:00,1595.93,1767.19,1592.46,1721.16,3518469.104,5947779584.53895,2628410,1716851.526,2902204413.55335,2021-02-05,0.00445631,3
2021-02-06 00:00:00+00:00,1721.03,1748.11,1647.09,1679.34,2991060.685,5059220432.8374,2363495,1409797.953,2385307408.24346,2021-02-06,0.0036809300000000002,3
2021-02-07 00:00:00+00:00,1679.38,1695.5,1490.48,1611.99,4063794.078,6470840190.4574,2835190,1915828.659,3050520627.62823,2021-02-07,0.00287981,3
2021-02-08 00:00:00+00:00,1612.0,1782.5,1566.22,1755.61,3884050.435,6554958213.11899,2752510,1876643.362,3167309739.18909,2021-02-08,0.00334285,3
2021-02-09 00:00:00+00:00,1755.6,1830.47,1713.2,1770.79,3388435.791,5963865015.44841,2375549,1627361.442,2865302390.73438,2021-02-09,0.00564097,3
2021-02-10 00:00:00+00:00,1770.99,1848.0,1680.0,1743.31,3442140.65,6073425415.1568,2403599,1636112.194,2888417255.13224,2021-02-10,0.00460005,3
2021-02-11 00:00:00+00:00,1743.3,1827.07,1704.21,1789.32,2256762.199,3999256495.29382,1755149,1084742.684,1922113256.62648,2021-02-11,0.00318406,3
2021-02-12 00:00:00+00:00,1789.32,1872.86,1740.22,1843.08,2650816.264,4780809285.80296,1942543,1295528.595,2337379584.14198,2021-02-12,0.0029648499999999998,3
2021-02-13 00:00:00+00:00,1843.08,1878.88,1764.79,1818.02,2381458.551,4331083291.8682,1795873,1132071.471,2059477700.42715,2021-02-13,0.0049604,3
2021-02-14 00:00:00+00:00,1817.86,1857.67,1785.23,1803.59,1773668.237,3236470817.88099,1480018,819483.085,1495445756.79576,2021-02-14,0.00411867,3
2021-02-15 00:00:00+00:00,1804.0,1839.63,1652.0,1781.34,3238695.81,5714101385.26495,2238984,1524726.195,2691076800.47953,2021-02-15,0.00174433,3
2021-02-16 00:00:00+00:00,1781.34,1831.58,1726.01,1784.31,2536777.874,4526508138.96013,1955052,1194945.841,2132951128.29046,2021-02-16,0.00331863,3
2021-02-17 00:00:00+00:00,1784.31,1864.26,1735.66,1849.86,2340915.266,4236223610.15366,1854144,1135793.751,2056039289.37651,2021-02-17,0.004311260000000001,3
2021-02-18 00:00:00+00:00,1849.87,1955.0,1849.37,1941.26,2447343.966,4677799273.31045,1991785,1191392.013,2277217716.61076,2021-02-18,0.00516012,3
2021-02-19 00:00:00+00:00,1941.12,1980.0,1894.0,1958.58,1943898.87,3766473154.64299,1688871,932775.41,1807574899.99218,2021-02-19,0.00390847,3
2021-02-20 00:00:00+00:00,1958.59,2048.0,1792.0,1914.58,3273599.601,6470877708.6009,2451990,1536660.896,3041162056.4399,2021-02-20,0.00571985,3
2021-02-21 00:00:00+00:00,1914.51,1981.04,1885.0,1934.75,2039425.917,3961287537.73876,1712993,995068.871,1933114330.09426,2021-02-21,0.00202299,3
2021-02-22 00:00:00+00:00,1934.59,1938.5,1552.2,1778.3,4972903.814,8838825736.40233,3509281,2326381.12,4138255022.73987,2021-02-22,0.00159548,3
2021-02-23 00:00:00+00:00,1778.22,1784.08,1348.17,1579.75,7089349.585,10942958835.92679,5372037,3459134.535,5344360525.28816,2021-02-23,0.00046167999999999996,3
2021-02-24 00:00:00+00:00,1579.75,1714.04,1501.09,1623.98,3593348.017,5867227964.60702,2633258,1785428.893,2915517539.60368,2021-02-24,0.0008152400000000001,3
2021-02-25 00:00:00+00:00,1623.94,1672.49,1458.0,1482.09,2955804.261,4711814880.46952,2157420,1461321.977,2332154574.30433,2021-02-25,0.00072948,3
2021-02-26 00:00:00+00:00,1482.13,1563.66,1401.01,1445.28,3880051.012,5737181606.49004,2740047,1954660.213,2891941974.25923,2021-02-26,0.00062588,3
2021-02-27 00:00:00+00:00,1445.36,1530.19,1425.5,1458.65,2530875.338,3756706927.66827,2054630,1242834.507,1844965913.3956,2021-02-27,0.0009014100000000001,3
2021-02-28 00:00:00+00:00,1458.64,1469.44,1292.8,1419.77,4109392.696,5629627203.07104,3035122,2029795.168,2780533897.34832,2021-02-28,0.00030000000000000003,3
2021-03-01 00:00:00+00:00,1419.96,1573.42,1411.1,1571.2,2727916.51,4093786528.92125,2130657,1385148.65,2078534377.72257,2021-03-01,0.0009254599999999999,3
2021-03-02 00:00:00+00:00,1571.2,1604.85,1455.3,1486.28,2884922.074,4419676882.47557,2055288,1408214.415,2159405354.10544,2021-03-02,0.00124405,3
2021-03-03 00:00:00+00:00,1486.24,1664.0,1475.0,1568.63,3055043.878,4859941588.27233,2317178,1529266.667,2433672196.0236,2021-03-03,0.00107091,3
2021-03-04 00:00:00+00:00,1568.63,1626.0,1506.99,1540.69,3087612.251,4819190828.6856,2412427,1515517.719,2366096691.03746,2021-03-04,0.0009654,3
2021-03-05 00:00:00+00:00,1540.7,1551.0,1441.57,1529.88,3051666.755,4547100964.24997,2173938,1507525.227,2246790361.40687,2021-03-05,0.00057446,3
2021-03-06 00:00:00+00:00,1529.75,1674.02,1515.16,1651.73,2839191.599,4507498262.312,2111387,1428972.805,2269564898.07284,2021-03-06,0.00121879,3
2021-03-07 00:00:00+00:00,1651.9,1736.89,1631.59,1727.23,2570034.976,4288738410.50978,1917251,1268786.647,2118065378.75201,2021-03-07,0.00146686,3
2021-03-08 00:00:00+00:00,1727.73,1844.57,1667.86,1834.3,3501989.878,6080210583.95216,2433911,1757257.31,3051783959.64863,2021-03-08,0.0011230300000000001,3
2021-03-09 00:00:00+00:00,1834.47,1873.86,1801.0,1873.31,2460568.209,4512195932.80944,2005441,1214680.562,2228060688.889,2021-03-09,0.00201731,3
2021-03-10 00:00:00+00:00,1873.37,1882.59,1760.0,1796.8,3413199.591,6215915591.53833,2552861,1656134.475,3016053062.41708,2021-03-10,0.0021563100000000003,3
2021-03-11 00:00:00+00:00,1796.8,1850.07,1725.96,1829.0,3061111.766,5482129545.41183,2474950,1470844.153,2634339752.5956,2021-03-11,0.00194291,3
2021-03-12 00:00:00+00:00,1828.96,1846.59,1719.92,1767.44,2753218.247,4887332853.92612,2301344,1334541.323,2369651074.85164,2021-03-12,0.00239347,3
2021-03-13 00:00:00+00:00,1767.32,1948.75,1729.33,1924.94,2763730.381,5136048302.61478,2322825,1371616.668,2548749630.46122,2021-03-13,0.0022552099999999997,3
2021-03-14 00:00:00+00:00,1924.94,1935.88,1836.0,1850.54,2244662.581,4225374618.59173,1884142,1089302.936,2051005868.07537,2021-03-14,0.0033087900000000003,3
2021-03-15 00:00:00+00:00,1850.5,1896.3,1729.2,1794.89,3297299.618,5932093091.82662,2427808,1616815.273,2909312358.71151,2021-03-15,0.00171886,3
2021-03-16 00:00:00+00:00,1795.09,1819.76,1712.0,1807.25,2500648.806,4444439699.43044,2007781,1237512.306,2200090682.55588,2021-03-16,0.00095321,3
2021-03-17 00:00:00+00:00,1807.25,1841.86,1741.95,1825.77,2164536.182,3879170125.69688,1729032,1071276.026,1920580757.03416,2021-03-17,0.00131004,3
2021-03-18 00:00:00+00:00,1825.94,1853.0,1758.48,1777.54,1948941.621,3527078371.44721,1636587,923844.389,1672189613.64183,2021-03-18,0.0020534,3
2021-03-19 00:00:00+00:00,1777.55,1844.32,1733.09,1811.04,1807873.07,3259787302.19901,1544047,897435.533,1618727579.70283,2021-03-19,0.00057762,3
2021-03-20 00:00:00+00:00,1811.04,1873.84,1802.5,1807.35,1400240.86,2573392189.53617,1433898,701010.525,1288535323.90337,2021-03-20,0.00215557,3
2021-03-21 00:00:00+00:00,1807.43,1818.61,1745.02,1784.67,1569940.157,2801382704.19012,1557526,763137.385,1362072397.69851,2021-03-21,0.00097328,3
2021-03-22 00:00:00+00:00,1784.78,1809.59,1653.67,1681.69,2062250.384,3606818027.203,1816905,981460.369,1717619404.20763,2021-03-22,0.00141372,3
2021-03-23 00:00:00+00:00,1681.66,1722.52,1652.58,1669.33,1875276.276,3172273699.64815,1705140,919667.49,1555986824.26208,2021-03-23,0.0006298899999999999,3
2021-03-24 00:00:00+00:00,1669.33,1742.43,1540.22,1582.11,2657346.906,4399210528.81931,2011721,1283516.821,2126515086.36376,2021-03-24,0.00102953,3
2021-03-25 00:00:00+00:00,1582.01,1622.54,1548.56,1587.5,2454402.206,3902283814.32379,1762270,1212938.964,1928986833.53193,2021-03-25,0.0005593800000000001,3
2021-03-26 00:00:00+00:00,1587.44,1701.19,1587.03,1699.13,1630204.715,2675730180.49903,1296455,831309.947,1365212797.63838,2021-03-26,0.00062431,3
2021-03-27 00:00:00+00:00,1699.21,1734.88,1668.3,1714.34,1412714.74,2399338118.75358,1272307,701913.974,1192363569.22107,2021-03-27,0.0005998900000000001,3
2021-03-28 00:00:00+00:00,1714.14,1727.5,1662.54,1688.3,1167051.376,1983034035.73383,1118546,578167.566,982607532.58962,2021-03-28,0.0008671600000000001,3
2021-03-29 00:00:00+00:00,1688.31,1845.0,1680.04,1818.44,1936361.877,3435359910.8272,1494348,971287.537,1723034207.19779,2021-03-29,0.00150071,3
2021-03-30 00:00:00+00:00,1818.43,1863.79,1788.3,1843.43,1627666.888,2977548709.20566,1367854,797990.547,1459997131.80626,2021-03-30,0.0016731,3
2021-03-31 00:00:00+00:00,1843.43,1952.98,1771.85,1923.07,2721505.354,5049966053.5153,2093530,1336302.109,2480787747.65429,2021-03-31,0.0022219,3
2021-04-01 00:00:00+00:00,1923.07,1989.11,1882.1,1969.74,2282765.6,4435453780.00105,1864863,1120030.433,2177035192.55174,2021-04-01,0.00330758,3
2021-04-02 00:00:00+00:00,1969.75,2150.0,1949.94,2138.01,2782619.002,5678697553.59085,2187811,1390192.284,2838502252.42318,2021-04-02,0.00288819,3
2021-04-03 00:00:00+00:00,2138.01,2144.17,2002.0,2012.63,2961945.62,6150272520.34633,2154740,1435758.279,2981544989.03309,2021-04-03,0.00312506,3
2021-04-04 00:00:00+00:00,2012.64,2093.72,1980.0,2077.73,1628243.592,3330679833.83388,1485985,810070.944,1657379621.27131,2021-04-04,0.00204783,3
2021-04-05 00:00:00+00:00,2077.85,2138.61,2002.16,2110.35,2029400.255,4215186592.34909,1754041,997481.631,2072231252.40876,2021-04-05,0.00232702,3
2021-04-06 00:00:00+00:00,2110.39,2161.02,2043.89,2114.47,2216031.293,4675497907.26923,1850400,1061895.953,2241128697.74332,2021-04-06,0.00287097,3
2021-04-07 00:00:00+00:00,2114.48,2133.02,1930.1,1965.4,3144081.502,6331327536.5734,2315021,1512699.025,3047079333.43999,2021-04-07,0.00151648,3
2021-04-08 00:00:00+00:00,1965.4,2086.67,1950.0,2082.08,1653807.764,3355215507.54095,1460069,814310.272,1652269178.50818,2021-04-08,0.00079998,3
2021-04-09 00:00:00+00:00,2082.02,2104.83,2052.0,2068.02,1237414.829,2571500898.67981,1159312,592606.513,1231826568.00432,2021-04-09,0.00146258,3
2021-04-10 00:00:00+00:00,2068.02,2211.94,2059.03,2135.96,2077350.376,4462334737.25942,1721187,1028505.482,2209271806.71502,2021-04-10,0.0033992,3
2021-04-11 00:00:00+00:00,2135.99,2171.07,2115.56,2155.05,1290245.975,2765613090.77921,1262394,637105.081,1365885358.85052,2021-04-11,0.0023334899999999997,3
2021-04-12 00:00:00+00:00,2155.07,2209.99,2101.96,2139.25,1659510.107,3572221905.88937,1486039,791295.609,1703726826.95369,2021-04-12,0.00332031,3
2021-04-13 00:00:00+00:00,2139.24,2324.0,2137.21,2303.15,2311955.605,5176595617.26422,1780146,1148272.119,2570513961.65787,2021-04-13,0.00332562,3
2021-04-14 00:00:00+00:00,2303.15,2450.0,2286.04,2437.08,3370771.796,7962169647.2472,2468771,1632507.143,3856799144.06772,2021-04-14,0.00452007,3
2021-04-15 00:00:00+00:00,2436.74,2548.6,2403.14,2519.85,2600911.507,6417301595.81241,2000570,1264974.531,3121672740.79597,2021-04-15,0.00328521,3
2021-04-16 00:00:00+00:00,2519.85,2553.0,2298.23,2427.29,3505534.172,8482048892.07963,2375308,1681499.622,4069635112.8546,2021-04-16,0.00390636,3
2021-04-17 00:00:00+00:00,2427.29,2499.26,2314.49,2319.8,2057149.939,4945909137.13609,1733667,987743.735,2374682351.65658,2021-04-17,0.0023856800000000003,3
2021-04-18 00:00:00+00:00,2319.93,2341.91,1900.0,2235.32,4275573.298,9242083489.27048,3573690,2031438.001,4391973190.43101,2021-04-18,0.0011875499999999999,3
2021-04-19 00:00:00+00:00,2235.32,2278.58,2079.12,2162.75,3029523.224,6625482639.95203,2298989,1487044.376,3252086055.04156,2021-04-19,0.0007192,3
2021-04-20 00:00:00+00:00,2162.76,2347.0,2052.42,2329.96,3393046.281,7390689083.89487,2726060,1659688.17,3616869084.00746,2021-04-20,0.00041279,3
2021-04-21 00:00:00+00:00,2330.07,2470.0,2238.96,2358.9,3556266.081,8376213677.30245,2869276,1759568.319,4145850503.44985,2021-04-21,0.00030000000000000003,3
2021-04-22 00:00:00+00:00,2359.41,2645.63,2305.0,2398.94,6698438.657,16634756435.85801,5254044,3286810.321,8165071100.47479,2021-04-22,0.00044466,3
2021-04-23 00:00:00+00:00,2399.2,2443.66,2110.0,2368.67,6753400.874,15240128936.7881,5287498,3304800.34,7460124823.05529,2021-04-23,0.00090243,3
2021-04-24 00:00:00+00:00,2368.66,2370.04,2156.58,2215.54,3424662.228,7712787520.22163,2896447,1656349.988,3730393778.25107,2021-04-24,0.00050391,3
2021-04-25 00:00:00+00:00,2215.55,2357.0,2162.9,2320.71,3570867.777,8083675412.6014,2864331,1768609.519,4004150147.99782,2021-04-25,0.00030000000000000003,3
2021-04-26 00:00:00+00:00,2320.71,2545.5,2303.42,2534.25,3507145.533,8646978933.32786,2997476,1765092.767,4352505519.60982,2021-04-26,0.00030000000000000003,3
2021-04-27 00:00:00+00:00,2534.17,2683.42,2481.43,2668.39,2604067.05,6743588001.19054,2397806,1290836.328,3343067019.05474,2021-04-27,0.00060663,3
2021-04-28 00:00:00+00:00,2668.28,2762.1,2562.83,2748.33,3857131.883,10332188911.34269,3211060,1921065.705,5147300141.70237,2021-04-28,0.00063355,3
