datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1d,logret_1d,range,true_range,atr_14,vol_30
2025-05-11 00:00:00+00:00,2583.22,2608.13,2435.51,2514.57,831584.3888,2087255708.689512,4340859,402700.0972,1010999635.269731,-0.02657912768123627,-0.026938739118238075,0.06682331809401404,172.6199999999999,129.8592857142857,0.9620134541118855
2025-05-12 00:00:00+00:00,2514.58,2624.0,2406.63,2495.47,1068680.9433,2694150708.6427608,5441783,534397.3204,1347640836.766131,-0.007595732073475969,-0.007624726562569961,0.0864442031838445,217.3699999999999,139.43785714285713,0.9584161004509911
2025-05-13 00:00:00+00:00,2495.48,2738.5,2415.3,2679.71,1031355.6465,2653880363.305381,4666012,569632.7662,1468803335.988289,0.0738297795605638,0.07123149149621355,0.1295146806012494,323.1999999999998,158.0578571428571,0.9664067599851185
2025-05-14 00:00:00+00:00,2679.71,2725.99,2547.26,2609.74,830047.1122,2183890526.340228,4181188,413256.8419,1088633834.584732,-0.026111034402976574,-0.026457980198254738,0.06669751577596067,178.72999999999956,164.74571428571426,0.9788708557906143
2025-05-15 00:00:00+00:00,2609.75,2647.03,2476.03,2548.69,768954.0332,1963827790.236602,4305508,396304.5157,1012773316.797603,-0.02339313494830897,-0.023671097836286847,0.06552376865128327,171.0,171.19928571428565,0.9798081603348121
2025-05-16 00:00:00+00:00,2548.7,2649.31,2529.4,2537.12,605953.6919,1568128704.046345,3310498,323624.7041,837990689.5669379,-0.00453958700351953,-0.004549922218868296,0.047047699014003214,119.90999999999985,175.62142857142848,0.9789838239358262
2025-05-17 00:00:00+00:00,2537.13,2538.16,2446.42,2475.08,494333.2782,1227578098.31878,2950197,227882.8455,566013389.009042,-0.024452922999306237,-0.024756860728527563,0.03615910954152732,91.73999999999978,179.4171428571428,0.9887857470102648
2025-05-18 00:00:00+00:00,2475.09,2587.61,2323.21,2497.78,810103.1851,2001441345.4342968,3416878,400896.368,990832542.382129,0.009171420721754586,0.009129618637998327,0.10682482990448798,264.4000000000001,194.94928571428565,0.9880089743622456
2025-05-19 00:00:00+00:00,2497.78,2547.36,2348.38,2528.14,861747.523,2109843607.573324,4757453,431712.8465,1057907975.585551,0.012154793456589319,0.012081517129454156,0.07966274051357605,198.98000000000002,205.46928571428563,0.988115656960895
2025-05-20 00:00:00+00:00,2528.14,2588.63,2442.4,2524.19,676989.1747,1703522806.130449,3816684,338210.0092,851893459.669116,-0.001562413473937263,-0.0015636353147154836,0.05784094235287604,146.23000000000002,210.99285714285705,0.983428530111781
2025-05-21 00:00:00+00:00,2524.19,2615.95,2452.2,2550.99,1095890.2902,2780015740.832861,5568312,550624.5604,1397549396.349744,0.010617267321398005,0.010561299937300817,0.0648722956671249,163.75,218.1899999999999,0.9806120771386988
2025-05-22 00:00:00+00:00,2551.0,2692.99,2544.83,2664.82,852555.6669,2246807632.745271,5196535,448569.1098,1182067855.833156,0.044621891892951515,0.04365499400221573,0.05807941230659464,148.15999999999985,198.96642857142848,0.9254758546534827
2025-05-23 00:00:00+00:00,2664.83,2734.23,2498.3,2526.5,971442.4532,2537338702.615742,5450420,473528.1684,1237163443.755829,-0.05190594486682032,-0.05330156737301994,0.08853506052941655,235.92999999999984,193.9299999999999,0.953920995903815
2025-05-24 00:00:00+00:00,2526.49,2575.85,2515.08,2530.4,257544.2344,656038924.220513,2090724,128007.8604,326091787.487667,0.0015436374431030409,0.0015424472594762761,0.024053037799327125,60.76999999999998,178.05642857142843,0.9499486431851992
2025-05-25 00:00:00+00:00,2530.41,2554.26,2463.0,2551.22,359890.0299,901956598.724874,2556052,170482.1859,427565947.98883694,0.008227948150489883,0.008194283121782497,0.03606544419854577,91.26000000000022,172.2449999999999,0.9499624689800398
2025-05-26 00:00:00+00:00,2551.22,2599.0,2525.86,2563.7,362971.1182,929347758.924527,2374458,175269.0596,448860267.78344494,0.004891777267346686,0.004879851401569546,0.028668636965843746,73.13999999999987,161.94285714285706,0.9500051238684392
2025-05-27 00:00:00+00:00,2563.7,2712.36,2509.46,2660.81,798430.8862,2101748442.5248728,4017588,412557.6256,1085725214.202044,0.0378788469789757,0.03717906018499928,0.07914342551780634,202.9000000000001,153.34999999999994,0.9481029504445363
2025-05-28 00:00:00+00:00,2660.81,2689.14,2608.5,2681.6,560095.6833,1480645502.351484,3160462,273261.3831,722627732.7578701,0.007813410202156534,0.007783043587973104,0.03030656078412208,80.63999999999987,146.34357142857138,0.9477778911610986
2025-05-29 00:00:00+00:00,2681.61,2788.0,2619.05,2631.39,811567.2545,2189640513.339573,4254669,405459.3733,1094147671.84856,-0.01872389618138426,-0.018901407621664923,0.06300343078758944,168.94999999999982,146.1971428571428,0.9533881650143274
2025-05-30 00:00:00+00:00,2631.39,2649.23,2507.35,2531.34,763045.2564,1976177953.879442,4624552,376566.6772,975743608.339547,-0.038021729960211026,-0.03876341688777796,0.05391827133188167,141.8800000000001,147.76642857142855,0.9690255371812412
