datetime_utc,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote,ret_1d,logret_1d,range,true_range,atr_14,vol_30,funding_rate_day_sum
2020-01-31 00:00:00+00:00,185.16,186.34,175.5,180.14,672522.049,121744510.77084,82806,314492.275,56925203.37113,-0.027006589607864284,-0.02737796928346814,0.058550286269849865,10.840000000000003,9.131428571428566,0.7673911108645585,0.00308347
2020-02-01 00:00:00+00:00,180.14,184.58,179.41,183.82,526688.019,96080885.54872,73274,249313.968,45501296.89903,0.020428555567891582,0.02022269157436618,0.028699900077717423,5.170000000000016,8.465714285714283,0.7552513707510669,0.00195646
2020-02-02 00:00:00+00:00,183.8,193.7,179.0,188.59,907342.798,170846713.44708,136351,466111.723,87794354.83827,0.02594929822652592,0.02561832859431057,0.07996953541507991,14.699999999999989,8.329285714285712,0.7405353052236964,0.00061328
2020-02-03 00:00:00+00:00,188.64,195.45,186.65,189.92,652054.538,124122130.70399,91435,316307.928,60255705.27633,0.007052335754812011,0.0070275843370843916,0.046662071159658425,8.799999999999983,8.38785714285714,0.7392510034161716,0.0003
2020-02-04 00:00:00+00:00,189.89,191.76,184.71,189.01,614290.379,115364577.74246,80668,291973.564,54837961.94932,-0.004791491154170213,-0.0048030071484932435,0.037120893007582055,7.049999999999983,8.511428571428567,0.7415916150645623,0.00090678
2020-02-05 00:00:00+00:00,189.0,208.18,188.26,204.1,902811.615,178375200.47346,110642,471954.871,93196284.84241,0.07983704565895988,0.07681014610293424,0.10539124914025721,19.920000000000016,9.542142857142853,0.7571742972739314,0.00115515
2020-02-06 00:00:00+00:00,204.1,216.7,201.28,213.27,1254989.317,264288535.88063,171238,610706.4,128644935.73927,0.04492895639392458,0.043948898793702895,0.07555120039196467,15.419999999999987,10.002857142857138,0.7616441562983444,0.00243217
2020-02-07 00:00:00+00:00,213.3,225.36,213.3,223.57,1054174.736,232249153.37736,135137,517661.199,114073475.57485,0.04829558775261389,0.047165595512665526,0.05654803769869181,12.090000000000003,10.228571428571424,0.7632423075635806,0.00093406
2020-02-08 00:00:00+00:00,223.57,228.02,213.35,223.57,1090545.108,243043392.21839,136512,543988.258,121365032.60704,0.0,0.0,0.06561703269669462,14.670000000000016,10.904999999999998,0.7534977075995415,0.00083782
2020-02-09 00:00:00+00:00,223.57,230.9,223.5,228.64,969021.787,220695663.91218,120637,482868.547,109983734.26184,0.02267746119783509,0.022424150059389802,0.033099253030370826,7.400000000000006,10.814999999999998,0.7436264619729286,0.00296514
2020-02-10 00:00:00+00:00,228.71,229.96,217.32,223.03,1175671.024,262203105.9402,160175,558120.984,124472501.09725,-0.024536389083274934,-0.024842422621691007,0.055283414975507414,12.640000000000015,11.219285714285714,0.7485238149629002,0.00619823
2020-02-11 00:00:00+00:00,223.04,239.98,218.64,237.16,1194286.448,272327898.64944,165529,602437.545,137454951.49244,0.06335470564498058,0.06142872727930104,0.09568219522037395,21.340000000000003,12.280000000000001,0.7655052716030788,0.00376534
2020-02-12 00:00:00+00:00,237.17,277.97,237.17,266.24,2223807.477,574225360.14547,334904,1114986.26,288056590.6003,0.12261764209816173,0.11566313879367662,0.17203575645134103,40.81000000000003,14.798571428571433,0.8369820647501468,0.00800644
2020-02-13 00:00:00+00:00,266.26,278.8,256.2,268.48,2386998.02,639755030.53358,373205,1154240.28,309528635.82975,0.008413461538461675,0.008378265645997196,0.08488581730769239,22.600000000000023,15.246428571428577,0.6867214245030626,0.00439932
2020-02-14 00:00:00+00:00,268.48,287.58,260.53,285.4,1447161.175,395789382.38502,239287,734046.309,200955793.60695,0.06302145411203797,0.06111528176389491,0.1007523837902265,27.05000000000001,16.40428571428572,0.7037793975917889,0.0031325299999999
2020-02-15 00:00:00+00:00,285.4,289.0,262.41,265.08,1925220.413,529235758.42768,300463,912474.572,250947476.47505,-0.07119831814996491,-0.07386003782271011,0.09316748423265585,26.589999999999975,17.934285714285718,0.7633617454766466,0.00300311
2020-02-16 00:00:00+00:00,265.16,274.3,237.86,258.87,2297491.401,594576100.72784,379609,1101439.466,285170253.02842,-0.023426889995473044,-0.023705662031700214,0.1374679342085408,36.44,19.48714285714286,0.7731086231747432,0.00296663
2020-02-17 00:00:00+00:00,258.87,268.81,242.32,268.0,2129022.892,538264137.1458,384716,1063497.823,269082793.60059,0.03526866767103187,0.034660975322530874,0.10232935450225986,26.49000000000001,20.75071428571429,0.7755118210778182,0.0020593399999999
2020-02-18 00:00:00+00:00,267.99,286.48,258.78,282.96,1885124.383,515176525.90584,295234,943749.819,258123817.01442,0.055820895522388,0.05431856438636817,0.10335820895522405,27.700000000000045,22.225714285714297,0.7592373150092976,0.00060246
2020-02-19 00:00:00+00:00,282.96,286.7,250.0,258.43,1677778.697,459670219.19239,276538,782917.559,215013605.81283,-0.08669069833191967,-0.09068068065654611,0.1297003109980209,36.69999999999999,23.424285714285723,0.8415209799976162,0.00235701
2020-02-20 00:00:00+00:00,258.39,264.32,245.91,257.11,1618473.989,415072958.53042,371065,790782.295,202893315.78492,-0.005107766126223656,-0.005120855353789366,0.07123785938165073,18.409999999999997,23.637857142857147,0.8446130961720887,0.0008334099999999
2020-02-21 00:00:00+00:00,257.18,268.5,253.89,265.44,985301.295,258780144.08535,186008,485006.49,127416333.80961,0.032398584263544805,0.031884817555245526,0.05682392750184751,14.610000000000014,23.817857142857154,0.8426265058265549,0.0018084899999999
2020-02-22 00:00:00+00:00,265.45,267.16,256.23,261.83,752957.418,196960689.6889,168666,369197.715,96597080.93081,-0.01360006027727556,-0.013693388240353599,0.041176913803496105,10.930000000000007,23.550714285714296,0.8324429216608311,0.00153912
2020-02-23 00:00:00+00:00,261.82,275.84,261.5,274.67,940831.98,254128741.02017,195861,489965.233,132338552.23739,0.049039453080242934,0.04787493888827132,0.054768361150364646,14.339999999999975,24.046428571428578,0.836904633343036,0.00168785
2020-02-24 00:00:00+00:00,274.66,277.26,257.5,265.7,1483265.023,396190156.06157,292530,692233.134,184921494.2273,-0.03265737066297747,-0.03320252432428461,0.07194087450395016,19.75999999999999,24.555000000000007,0.8489629566092078,0.00112224
2020-02-25 00:00:00+00:00,265.69,266.4,244.57,247.03,1563901.657,399165818.02308,307867,753421.526,192365512.49983,-0.07026721866767027,-0.07285806602327582,0.08216033120060212,21.829999999999984,24.59,0.8960709570916531,0.00124051
2020-02-26 00:00:00+00:00,247.03,250.54,215.75,224.1,2729291.802,633303689.86963,505295,1294649.229,300389579.23579,-0.09282273408088093,-0.09741740593561055,0.14083309719467269,34.78999999999999,24.16,0.9704777301114613,0.00198428
2020-02-27 00:00:00+00:00,224.13,238.58,210.01,227.92,2374539.334,536493997.29536,538634,1175706.614,265615392.59061,0.017045961624274852,0.01690230938277093,0.12748772869254807,28.57000000000002,24.586428571428574,0.9673098999678238,0.0004616799999999
2020-02-28 00:00:00+00:00,227.93,234.93,214.25,227.09,2026863.186,454376453.34299,416639,1002979.415,224893570.98125,-0.003641628641628536,-0.0036482755130746725,0.09073359073359077,20.680000000000007,24.131428571428575,0.9654139427866683,0.00068276
2020-02-29 00:00:00+00:00,227.04,233.33,217.14,217.31,1309444.25,295997709.3792,239830,625224.35,141413408.27497,-0.04306662556695584,-0.04402150914493319,0.07129331982914275,16.190000000000026,23.38857142857143,0.9615833845872224,0.0014422
2020-03-01 00:00:00+00:00,217.37,228.0,212.33,218.01,1775078.523,390456164.9947,319189,873539.551,192263823.94329,0.0032212047305690827,0.0032160277650099545,0.07210896875431405,15.669999999999987,21.905000000000005,0.9540465852375507,0.0006682999999999
2020-03-02 00:00:00+00:00,218.01,234.5,216.24,232.22,1604040.396,362061880.36415,252090,804595.09,181574683.73656,0.06518049630750888,0.06314426490220537,0.08375762579698175,18.25999999999999,21.317142857142862,0.9741865487516553,0.00040385
2020-03-03 00:00:00+00:00,232.24,232.67,220.21,224.1,1544830.651,350368765.18825,250480,748718.782,169868271.66981,-0.034966841787959724,-0.03559281739197839,0.05365601584704151,12.45999999999998,20.228571428571424,0.98403019641711,0.00051403
2020-03-04 00:00:00+00:00,224.1,229.0,220.45,224.47,1027175.512,230726528.92651,164273,496362.497,111524927.56144,0.001651048639000452,0.0016496871565729876,0.03815261044176712,8.550000000000011,18.21785714285714,0.9842101428450438,0.00093984
2020-03-05 00:00:00+00:00,224.43,234.26,224.43,228.64,1142530.928,262593712.18975,190706,567305.418,130380228.47648,0.01857709270726593,0.01840664621810273,0.04379204348019773,9.829999999999984,17.604999999999997,0.9841015694813122,0.00104933
2020-03-06 00:00:00+00:00,228.63,245.38,227.6,244.94,1307956.34,309193535.18403,210885,663718.468,156959651.82331,0.07129111266620014,0.06886456841158406,0.07776417074877538,17.78,17.831428571428567,0.9766342764874388,0.0005738
2020-03-07 00:00:00+00:00,244.97,251.8,236.3,237.34,1637057.953,398551973.39385,262341,794974.814,193632844.4529,-0.031028006858822565,-0.031519570356148385,0.06328080346207235,15.5,18.15785714285714,0.975796271670151,0.00033739
2020-03-08 00:00:00+00:00,237.36,237.38,195.35,199.54,3150036.792,684775390.09688,435510,1469323.237,319723551.04261,-0.15926518918007926,-0.17347899475163153,0.17708772225499284,42.03,20.135714285714283,1.1176899610680382,0.001161
2020-03-09 00:00:00+00:00,199.54,208.65,190.02,203.02,3885205.704,778277652.87276,558024,1909913.08,382744254.68392,0.017440112258193974,0.01728977887092409,0.09336473889946877,18.629999999999995,20.055,1.1197539511946963,0.0003762
2020-03-10 00:00:00+00:00,202.95,206.32,195.66,200.95,2008333.356,405031566.29724,342612,968753.168,195462480.47501,-0.010196039799034717,-0.010248375461075376,0.05250714215348239,10.659999999999997,19.25714285714286,1.1166839195949962,0.00060427
2020-03-11 00:00:00+00:00,200.9,203.26,181.88,194.81,2125322.09,410229505.12859,377831,1026948.354,198332325.09505,-0.0305548643941278,-0.03103139630209739,0.10639462552873848,21.379999999999995,18.299285714285713,1.118367727990872,0.0006355099999999
2020-03-12 00:00:00+00:00,194.77,195.81,95.0,106.71,7116256.717,1042747529.1893,876766,3369170.276,492278540.99367,-0.45223551152404906,-0.6019098499646391,0.5174785688619681,100.81,23.45928571428571,1.9043078037300736,0.00100917
2020-03-13 00:00:00+00:00,106.97,323.0,84.23,134.13,6584772.112,787562869.6648,1143787,3275393.829,392613471.47557,0.25695811076750075,0.22869460428552557,2.2375597413550743,238.76999999999998,39.037142857142854,2.0804377731919366,-0.00299769
2020-03-14 00:00:00+00:00,134.1,134.67,121.16,122.55,1845475.252,237313127.06988,291746,937461.574,120658029.94881,-0.08633415343323636,-0.0902903689398773,0.10072317900544242,13.509999999999991,38.84571428571428,2.0929350105052165,0.0003
2020-03-15 00:00:00+00:00,122.56,133.85,120.4,123.89,1802030.406,224638895.20642,341902,907501.148,113274408.82917,0.010934312525499923,0.010874965153525373,0.10975112199102398,13.449999999999989,38.68714285714285,2.075156256801083,0.0003
2020-03-16 00:00:00+00:00,123.87,124.4,100.11,111.06,3622097.906,400195138.40241,633699,1871621.829,206872438.70104,-0.10355960933085806,-0.1093234793141864,0.19606102187424332,24.290000000000006,39.11785714285714,2.088154605677532,-2.932e-05
2020-03-17 00:00:00+00:00,111.04,121.55,109.34,115.68,2053691.349,239015139.83578,432785,1051709.94,122482731.5263,0.041599135602377046,0.0407571625969938,0.10994057266342512,12.209999999999994,39.1,2.0996806421905365,0.0003
2020-03-18 00:00:00+00:00,115.67,118.59,109.78,118.16,1583517.464,181277993.24376,367376,796605.638,91263909.2959,0.021438450899031736,0.02121187981266992,0.07615836791147997,8.810000000000002,39.11857142857143,2.0957055736603345,0.0003
2020-03-19 00:00:00+00:00,118.12,143.34,115.5,136.42,2098800.654,270554423.25128,422407,1077019.514,139051491.67331,0.15453622207176698,0.14369872400344885,0.2356127285037238,27.840000000000003,40.40499999999999,2.1675800603153803,0.0003
2020-03-20 00:00:00+00:00,136.42,152.68,116.67,133.52,3128620.956,431165491.64371,607243,1539260.894,212671989.18522,-0.02125788007623497,-0.02148708287299339,0.2639642281190442,36.010000000000005,41.707142857142856,2.152873822760601,0.0003
2020-03-21 00:00:00+00:00,133.48,137.58,125.58,132.67,1933564.299,254848453.29529,402245,985271.532,129897772.29271,-0.006366087477531646,-0.006386437424754199,0.08987417615338536,12.000000000000014,41.457142857142856,2.1528106124427473,0.0003
2020-03-22 00:00:00+00:00,132.64,137.2,121.0,122.25,1724360.751,222080052.34143,362939,860046.035,110847491.54901,-0.07854074018240742,-0.08179671357384422,0.12210748473656434,16.19999999999999,39.61214285714285,2.1572630365054883,0.0003
2020-03-23 00:00:00+00:00,122.27,137.67,119.0,135.96,1950909.243,250208240.74389,464331,1038397.939,133246554.66263,0.11214723926380366,0.10629259647293399,0.1527198364008179,18.669999999999987,39.614999999999995,2.2045970103727512,0.0003
2020-03-24 00:00:00+00:00,135.96,143.44,132.41,138.38,1745190.832,239985908.84741,517026,873953.807,120177175.35562,0.017799352750808906,0.017642799242749696,0.08112680200058842,11.030000000000001,39.64142857142857,2.196055816143589,0.0003
2020-03-25 00:00:00+00:00,138.39,142.46,132.36,136.1,1448291.794,198316846.12547,431364,747223.385,102368005.35048,-0.016476369417545933,-0.01661361441324516,0.07298742592860236,10.099999999999994,38.83571428571429,2.195133944877574,0.0003
2020-03-26 00:00:00+00:00,136.11,139.8,133.18,138.41,1069528.365,144970764.16497,307363,569052.28,77184947.46968,0.016972814107274026,0.016830385251190627,0.04864070536370319,6.6200000000000045,32.107857142857135,2.188249030790717,0.0003
2020-03-27 00:00:00+00:00,138.36,141.44,129.16,131.27,1024307.98,139707188.15309,277914,506564.725,69182079.17342,-0.05158586807311605,-0.052964024093294704,0.08872191315656384,12.280000000000001,15.929999999999998,2.1736274300176537,0.0003
2020-03-28 00:00:00+00:00,131.24,132.93,124.52,130.95,1335630.33,171695997.87213,342445,693938.306,89279784.30567,-0.002437723775424838,-0.0024406998615953412,0.0640664279728804,8.41000000000001,15.565714285714288,2.1716290642600535,0.00017285
2020-03-29 00:00:00+00:00,130.97,131.77,123.74,124.4,848667.965,108415730.52964,218262,441943.126,56521126.7054,-0.05001909125620452,-0.05131339064864182,0.06132111492936247,8.030000000000015,15.17857142857143,2.175746239946436,0.0003
2020-03-30 00:00:00+00:00,124.42,135.13,123.93,132.04,1187536.733,155662722.1298,266063,658190.215,86273869.32986,0.061414790996784374,0.05960272667991351,0.09003215434083592,11.199999999999989,14.24357142857143,2.1876230690207175,0.0001009
2020-03-31 00:00:00+00:00,132.07,135.0,130.33,132.61,896493.378,118826469.17698,205235,479586.304,63597113.07116,0.004316873674644173,0.004307582704515589,0.035368070281732715,4.6699999999999875,13.705,2.1877021141377297,0.0003
2020-04-01 00:00:00+00:00,132.6,137.22,128.27,135.6,1143905.195,151016360.2243,230834,605099.783,79955721.67352,0.02254731920669628,0.022296885816786904,0.06749113943141534,8.949999999999989,13.715,2.174583042046729,0.00012632
2020-04-02 00:00:00+00:00,135.6,149.97,135.0,141.3,1694646.358,238001714.23101,380867,882634.086,123922347.88563,0.04203539823008873,0.04117591418418698,0.11039823008849557,14.969999999999999,12.795714285714284,2.1801132339371136,0.0001483
2020-04-03 00:00:00+00:00,141.29,146.78,137.68,141.23,1307374.677,186309257.94885,325138,671239.958,95689844.14259,-0.0004953998584573682,-0.0004955226095093579,0.06440198159943378,9.099999999999994,10.873571428571427,2.1800113681612006,0.0003
2020-04-04 00:00:00+00:00,141.2,146.14,138.79,144.02,977437.997,139027717.81503,223233,511826.278,72853225.71105,0.019755009558875658,0.019562411739748597,0.05204276711746792,7.349999999999994,10.541428571428568,2.180193785100873,0.00024881
2020-04-05 00:00:00+00:00,143.97,145.52,140.6,142.59,780295.149,111570542.9069,172991,393417.598,56270667.09811,-0.009929176503263526,-0.009978799526693116,0.0341619219552841,4.920000000000016,9.735714285714284,2.1615115110538006,0.00023554
2020-04-06 00:00:00+00:00,142.59,171.99,142.51,171.15,2847455.204,449513671.57668,562880,1534227.044,241848317.04149,0.20029455081001468,0.18256698568216656,0.20674661617224221,29.480000000000018,10.507857142857144,2.280952195311569,0.00022567
2020-04-07 00:00:00+00:00,171.15,176.16,162.13,164.55,3033756.235,517045468.00622,701681,1541973.395,262923147.41045,-0.03856266432953548,-0.0393258895868458,0.08197487583990652,14.030000000000001,10.722142857142858,2.2145204073821096,-0.00014175
2020-04-08 00:00:00+00:00,164.56,174.59,163.55,173.19,1871521.554,317822104.24189,458894,943895.429,160396947.23593,0.052506836827711956,0.051174782351603554,0.06709206927985409,11.039999999999992,10.789285714285715,2.2210878308224813,0.0003
2020-04-09 00:00:00+00:00,173.18,173.44,164.89,169.46,1307817.881,222508469.51894,331023,641936.449,109296225.42885,-0.02153704024481773,-0.021772346970633905,0.04936774640568169,8.550000000000011,10.927142857142858,2.2222593694546267,0.0003
2020-04-10 00:00:00+00:00,169.48,170.1,152.0,157.69,2238955.865,356355836.18656,494548,1101861.291,175345964.38678,-0.06945591880089708,-0.07198583035282269,0.10680986663519411,18.099999999999994,11.342857142857143,2.23358508487247,0.0003
2020-04-11 00:00:00+00:00,157.69,161.25,153.78,158.19,1157138.069,182597930.42972,276994,599473.392,94634227.12109,0.003170778108947836,0.0031657617929923276,0.04737142494768216,7.469999999999999,11.275714285714285,1.5224366810537795,0.00018577
2020-04-12 00:00:00+00:00,158.21,164.9,154.85,158.72,1402479.422,224914825.57336,277592,741177.241,118849123.73573,0.0033504014160186113,0.003344801326075064,0.06353119666224168,10.050000000000011,11.42,1.2499905274823673,0.00021985
2020-04-13 00:00:00+00:00,158.69,159.08,149.55,156.37,1787879.914,275149048.62074,405320,903569.15,139139156.3119,-0.014805947580645129,-0.014916649681143923,0.06004284274193549,9.530000000000001,11.300714285714287,1.2064728585296485,0.0003
2020-04-14 00:00:00+00:00,156.38,161.83,155.07,158.43,1342786.247,212907622.9064,297080,690112.758,109426592.18924,0.013173882458272113,0.013087861531531964,0.043230798746562764,6.760000000000019,11.450000000000003,1.2065201404478916,0.0003
2020-04-15 00:00:00+00:00,158.42,161.32,151.9,152.64,1352926.571,212884736.06398,292804,688291.692,108429536.28274,-0.03654610869153585,-0.03723064768697437,0.05945843590229115,9.419999999999987,11.483571428571432,1.1483258078160088,0.0003
2020-04-16 00:00:00+00:00,152.64,174.92,148.07,172.27,3073088.701,509884815.63486,630949,1667614.256,276876716.62637,0.12860324947589108,0.12098080575830128,0.17590408805031443,26.849999999999994,12.332142857142859,1.21446093769986,0.00017474
2020-04-17 00:00:00+00:00,172.31,174.88,168.21,170.56,1341267.776,228893903.77257,308154,662022.853,113010549.14014,-0.009926278516282583,-0.009975872480798564,0.038718291054739576,6.6699999999999875,12.158571428571431,1.2173578372988485,0.0003
2020-04-18 00:00:00+00:00,170.56,189.68,170.28,187.48,2159964.294,389663555.13636,437965,1144658.728,206421142.12535,0.09920262664165103,0.09458503207702584,0.11374296435272048,19.400000000000006,13.019285714285717,1.1505126565225925,0.00029454
